customer,state,customer_lifetime_value,response,coverage,education,effective_to_date,employmentstatus,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,cluster,cluster_name
NC35008,oregon,15923.95503,no,extended,college,2011-01-28,employed,f,64429,rural,married,133,1,58,2,2,personal auto,personal l3,offer3,call center,222.080015,suv,medsize,2,Riskmakers
XC77244,oregon,7285.030983,yes,basic,high school or below,2011-02-28,employed,m,44788,suburban,married,61,6,48,0,2,personal auto,personal l3,offer2,agent,386.031248,four-door car,small,2,Riskmakers
UM52895,california,13104.30284,no,basic,bachelor,2011-01-26,employed,f,30130,suburban,married,110,22,12,0,2,personal auto,personal l3,offer1,call center,528.0,suv,small,0,Steady Eddies
WV39838,arizona,2436.839358,no,basic,college,2011-02-08,unemployed,f,0,rural,married,65,34,84,0,1,personal auto,personal l3,offer2,branch,149.241472,two-door car,large,2,Riskmakers
IT92328,nevada,9350.872287,no,premium,high school or below,2011-02-22,unemployed,m,0,suburban,single,275,3,64,1,1,corporate auto,corporate l3,offer1,agent,1980.0,luxury suv,medsize,3,Fresh Starts
QD86074,oregon,9035.671134,yes,premium,high school or below,2011-01-21,employed,f,34337,suburban,married,113,20,44,0,9,corporate auto,corporate l1,offer2,web,542.4,four-door car,large,1,High Rollers
WH80404,california,17250.74771,no,basic,high school or below,2011-01-28,employed,m,22276,suburban,married,111,19,73,1,2,personal auto,personal l2,offer3,call center,783.211084,suv,medsize,0,Steady Eddies
XH20787,california,2549.080421,no,basic,college,2011-02-18,employed,m,52980,urban,married,64,33,93,0,1,personal auto,personal l2,offer1,branch,191.945693,four-door car,large,2,Riskmakers
ZU50513,california,8954.840118,no,basic,bachelor,2011-01-31,employed,f,97736,rural,married,74,19,22,0,2,personal auto,personal l2,offer4,agent,60.090984,four-door car,medsize,2,Riskmakers
TW42649,washington,2467.97792,no,basic,college,2011-02-01,unemployed,f,0,urban,married,67,0,14,0,1,corporate auto,corporate l2,offer2,call center,222.903462,two-door car,medsize,2,Riskmakers
QH46481,washington,7700.619936,no,basic,high school or below,2011-01-26,unemployed,f,0,suburban,single,73,18,16,1,2,corporate auto,corporate l1,offer1,branch,792.868448,four-door car,medsize,0,Steady Eddies
MQ73697,nevada,3776.665506,no,extended,college,2011-02-21,employed,f,68727,urban,married,94,19,76,0,1,corporate auto,corporate l3,offer4,call center,386.520235,two-door car,large,2,Riskmakers
UG48681,nevada,8044.872393,yes,basic,bachelor,2011-02-19,employed,m,71391,urban,married,67,29,39,0,2,personal auto,personal l3,offer2,agent,284.000172,four-door car,medsize,2,Riskmakers
ID58230,california,5029.671927,no,basic,college,2011-01-02,employed,f,62271,rural,married,63,30,52,0,3,personal auto,personal l3,offer4,agent,25.478179,four-door car,medsize,2,Riskmakers
DY35486,california,19957.79034,no,basic,high school or below,2011-01-29,unemployed,m,0,suburban,single,187,1,7,0,2,personal auto,personal l2,offer1,agent,1346.4,luxury car,large,3,Fresh Starts
EP64833,california,6179.699689,no,extended,high school or below,2011-02-26,unemployed,f,0,suburban,single,86,12,96,0,8,corporate auto,corporate l3,offer3,call center,412.8,four-door car,medsize,1,High Rollers
MC69755,washington,5678.050167,yes,extended,bachelor,2011-01-19,unemployed,f,0,suburban,married,76,8,44,0,3,personal auto,personal l3,offer2,agent,364.8,four-door car,small,2,Riskmakers
ZZ41158,washington,4089.429492,no,basic,college,2011-02-24,employed,m,28506,suburban,married,104,27,37,0,1,personal auto,personal l1,offer2,agent,499.2,suv,small,0,Steady Eddies
QM59790,arizona,3142.87734,no,extended,high school or below,2011-02-25,unemployed,f,0,suburban,divorced,86,17,35,0,1,personal auto,personal l3,offer4,branch,412.8,four-door car,small,0,Steady Eddies
LL67008,california,22895.34606,no,extended,bachelor,2011-01-20,unemployed,f,0,suburban,single,94,14,17,0,2,corporate auto,corporate l2,offer1,agent,676.8,four-door car,medsize,0,Steady Eddies
ZU69163,california,5586.893159,no,basic,doctor,2011-01-21,employed,f,94161,rural,married,69,0,65,0,4,personal auto,personal l3,offer2,agent,108.989737,four-door car,medsize,2,Riskmakers
EB72052,oregon,12105.29422,no,basic,college,2011-02-06,employed,m,33345,suburban,divorced,102,34,37,0,2,personal auto,personal l3,offer2,call center,694.078608,suv,medsize,0,Steady Eddies
WA60547,california,11971.97765,no,premium,college,2011-02-13,employed,f,64195,urban,divorced,158,0,27,4,6,personal auto,personal l1,offer1,branch,618.288849,suv,medsize,0,Steady Eddies
RV97631,oregon,15328.45723,no,extended,college,2011-02-12,unemployed,f,0,suburban,married,138,1,34,0,2,corporate auto,corporate l2,offer1,agent,688.828746,suv,small,0,Steady Eddies
SS20130,oregon,5424.256733,no,basic,bachelor,2011-02-27,employed,f,67414,rural,married,68,7,37,0,8,personal auto,personal l1,offer2,branch,148.778455,four-door car,medsize,1,High Rollers
ZI72165,arizona,4981.825724,no,basic,high school or below,2011-01-26,employed,m,33176,suburban,married,63,22,75,0,3,corporate auto,corporate l3,offer3,branch,302.4,four-door car,medsize,2,Riskmakers
HD29166,oregon,14635.45158,yes,extended,bachelor,2011-02-27,unemployed,f,0,suburban,divorced,139,5,56,0,2,personal auto,personal l3,offer1,call center,667.2,suv,medsize,0,Steady Eddies
NP30139,oregon,6862.866306,no,extended,college,2011-01-15,employed,m,56779,suburban,divorced,86,21,16,0,3,corporate auto,corporate l1,offer3,web,435.388932,four-door car,medsize,2,Riskmakers
FV54537,california,13745.04802,no,basic,college,2011-01-10,employed,m,40810,suburban,married,114,8,14,0,2,personal auto,personal l2,offer1,branch,780.378964,suv,medsize,0,Steady Eddies
SG62327,nevada,8111.651948,no,basic,high school or below,2011-02-21,employed,m,30622,suburban,married,68,22,86,0,2,corporate auto,corporate l3,offer1,agent,326.4,four-door car,small,2,Riskmakers
FX26050,oregon,22712.02364,no,basic,doctor,2011-01-16,disabled,m,14119,rural,married,67,4,53,0,2,special auto,special l1,offer4,agent,68.019973,two-door car,medsize,2,Riskmakers
DU50092,oregon,56675.93768,no,premium,college,2011-01-24,employed,f,77237,suburban,married,283,33,93,0,2,personal auto,personal l1,offer4,web,1358.4,luxury suv,medsize,3,Fresh Starts
EU48798,nevada,8160.587729,no,basic,college,2011-02-21,disabled,f,24980,suburban,divorced,71,34,14,0,2,personal auto,personal l3,offer2,web,511.2,two-door car,medsize,0,Steady Eddies
WE93328,nevada,3919.366722,yes,extended,high school or below,2011-01-05,employed,f,66676,suburban,married,97,0,40,0,1,corporate auto,corporate l3,offer3,agent,558.099357,four-door car,small,0,Steady Eddies
KP83069,california,7286.155383,no,basic,high school or below,2011-01-08,unemployed,f,0,suburban,single,69,4,83,1,2,personal auto,personal l3,offer2,branch,669.716478,four-door car,small,0,Steady Eddies
GO56075,oregon,7589.634,no,basic,high school or below,2011-01-24,unemployed,m,0,suburban,married,69,30,97,0,2,personal auto,personal l3,offer1,branch,331.2,four-door car,small,2,Riskmakers
DI19952,arizona,9032.370378,no,extended,bachelor,2011-01-08,unemployed,f,0,rural,married,82,24,21,0,2,personal auto,personal l1,offer1,branch,157.208336,four-door car,medsize,2,Riskmakers
SV58690,california,5555.556089,no,basic,bachelor,2011-01-25,employed,m,41853,rural,single,71,17,51,0,3,personal auto,personal l2,offer1,agent,155.511553,two-door car,medsize,2,Riskmakers
RF35142,nevada,8257.666512,yes,basic,bachelor,2011-01-12,disabled,f,23815,suburban,married,73,4,47,0,2,personal auto,personal l1,offer2,call center,424.330166,four-door car,medsize,2,Riskmakers
CU69816,california,2721.749756,no,basic,bachelor,2011-02-22,medical leave,m,22885,suburban,married,73,20,46,0,1,corporate auto,corporate l2,offer2,web,386.245297,four-door car,medsize,2,Riskmakers
JM67025,nevada,5230.092742,no,basic,high school or below,2011-01-02,employed,m,32630,urban,married,66,26,40,0,3,personal auto,personal l2,offer1,call center,202.961374,four-door car,medsize,2,Riskmakers
OB69329,california,6273.911874,yes,extended,college,2011-02-16,retired,f,18577,suburban,divorced,86,21,76,0,6,personal auto,personal l2,offer1,branch,412.8,four-door car,medsize,1,High Rollers
GF19726,oregon,5866.068903,no,basic,high school or below,2011-02-10,employed,m,75952,suburban,married,73,5,17,0,3,personal auto,personal l2,offer2,branch,350.4,two-door car,medsize,2,Riskmakers
FH39427,nevada,8802.188243,no,basic,bachelor,2011-01-29,employed,m,96390,urban,married,73,17,47,0,2,corporate auto,corporate l3,offer4,agent,316.977588,two-door car,medsize,2,Riskmakers
VM69145,california,8722.895091,no,basic,college,2011-01-17,employed,f,25680,urban,divorced,73,10,93,0,2,personal auto,personal l3,offer1,agent,332.40907,two-door car,medsize,2,Riskmakers
GN76399,nevada,8178.521899,no,premium,bachelor,2011-02-06,unemployed,m,0,suburban,single,112,17,29,0,7,personal auto,personal l3,offer1,call center,806.4,four-door car,medsize,1,High Rollers
IV94496,nevada,43217.21611,no,extended,high school or below,2011-01-27,employed,m,51504,suburban,single,220,30,99,0,2,personal auto,personal l3,offer1,agent,2552.343856,luxury suv,medsize,3,Fresh Starts
NM91640,oregon,2442.216651,no,basic,high school or below,2011-01-07,unemployed,m,0,suburban,single,74,15,9,3,1,personal auto,personal l1,offer4,branch,532.8,four-door car,medsize,0,Steady Eddies
DS46955,california,2919.710443,no,basic,master,2011-01-02,employed,f,41456,urban,married,73,11,19,0,1,personal auto,personal l2,offer4,branch,257.380112,four-door car,medsize,2,Riskmakers
LU82585,nevada,6366.225775,yes,extended,high school or below,2011-01-07,employed,m,44368,suburban,married,80,5,72,0,3,personal auto,personal l2,offer2,call center,384.0,two-door car,large,2,Riskmakers
QX31376,oregon,17114.32815,no,extended,master,2011-01-04,employed,f,70961,suburban,married,85,19,8,0,2,corporate auto,corporate l3,offer2,agent,408.0,four-door car,small,2,Riskmakers
SQ36805,oregon,2395.57,yes,basic,doctor,2011-01-27,disabled,f,21986,suburban,divorced,63,1,9,0,1,personal auto,personal l3,offer2,branch,333.696228,two-door car,medsize,2,Riskmakers
UY57856,oregon,2987.949471,no,extended,college,2011-02-27,unemployed,f,0,suburban,single,83,14,22,0,1,corporate auto,corporate l2,offer3,branch,708.693556,four-door car,medsize,0,Steady Eddies
OG84541,arizona,12780.276,no,basic,master,2011-02-24,employed,f,33514,urban,married,105,33,2,0,2,personal auto,personal l2,offer1,branch,265.215014,sports car,medsize,2,Riskmakers
NT66759,arizona,3906.669584,no,extended,college,2011-01-09,employed,f,60230,rural,married,98,13,91,0,1,personal auto,personal l2,offer2,web,8.129056,four-door car,small,2,Riskmakers
PR74307,california,2594.591182,no,basic,high school or below,2011-01-23,unemployed,m,0,suburban,married,70,17,47,1,1,corporate auto,corporate l2,offer2,agent,494.196873,four-door car,medsize,0,Steady Eddies
PW15144,washington,5267.848664,no,basic,college,2011-01-03,employed,m,40818,suburban,married,66,6,3,0,6,personal auto,personal l2,offer4,call center,316.8,four-door car,medsize,1,High Rollers
KS89479,oregon,9095.049868,yes,basic,college,2011-01-11,employed,m,37937,suburban,married,116,11,42,0,5,personal auto,personal l3,offer2,call center,556.8,suv,medsize,0,Steady Eddies
QA22158,arizona,7122.273163,no,extended,college,2011-02-23,employed,f,64571,suburban,divorced,89,34,91,0,6,corporate auto,corporate l3,offer1,call center,452.115601,four-door car,small,1,High Rollers
MK32733,california,9117.441695,no,extended,bachelor,2011-01-18,unemployed,m,0,urban,married,126,29,61,0,3,corporate auto,corporate l3,offer1,branch,421.906803,suv,medsize,0,Steady Eddies
WL85494,california,41075.42879,no,extended,college,2011-02-17,employed,m,21988,suburban,married,209,12,62,0,2,personal auto,personal l3,offer2,branch,1003.2,luxury car,medsize,3,Fresh Starts
RZ79717,arizona,3486.699561,no,extended,high school or below,2011-01-15,unemployed,m,0,suburban,single,95,12,5,0,1,corporate auto,corporate l3,offer1,branch,684.0,four-door car,medsize,0,Steady Eddies
NS12730,oregon,7297.687812,no,extended,bachelor,2011-02-23,employed,m,24672,suburban,married,93,9,44,0,9,personal auto,personal l2,offer4,branch,669.6,two-door car,medsize,1,High Rollers
YK32760,oregon,2502.209885,no,basic,high school or below,2011-02-15,unemployed,m,0,suburban,divorced,74,26,95,1,1,corporate auto,corporate l1,offer1,agent,355.2,four-door car,medsize,2,Riskmakers
SS77718,california,9955.490835,no,extended,bachelor,2011-01-12,unemployed,m,0,suburban,single,96,1,79,0,2,personal auto,personal l3,offer2,call center,460.8,four-door car,large,0,Steady Eddies
QP62600,oregon,7094.158873,no,basic,bachelor,2011-01-04,employed,m,72878,rural,married,61,0,58,2,2,corporate auto,corporate l3,offer2,agent,45.463345,two-door car,medsize,2,Riskmakers
ET47892,oregon,12280.76661,yes,premium,college,2011-01-01,employed,m,88340,suburban,married,102,16,1,0,2,personal auto,personal l3,offer1,branch,489.6,two-door car,medsize,0,Steady Eddies
PS78418,oregon,5773.90039,no,basic,bachelor,2011-02-25,employed,m,52278,urban,married,73,31,91,0,3,personal auto,personal l2,offer1,branch,234.997994,two-door car,medsize,2,Riskmakers
SK32629,california,4904.894731,yes,extended,college,2011-02-14,retired,f,12902,suburban,divorced,139,3,51,0,1,personal auto,personal l3,offer1,agent,667.2,sports car,medsize,0,Steady Eddies
LQ79472,arizona,3423.822189,no,extended,college,2011-01-17,employed,m,99816,rural,single,86,0,0,0,1,corporate auto,corporate l2,offer3,branch,172.913031,two-door car,medsize,2,Riskmakers
AI58500,arizona,2689.16845,no,basic,college,2011-02-09,employed,f,26554,suburban,married,68,18,86,1,1,personal auto,personal l2,offer3,web,391.687368,two-door car,small,2,Riskmakers
ME47990,california,3109.007806,no,extended,high school or below,2011-01-31,employed,m,77485,urban,married,77,0,87,0,1,corporate auto,corporate l2,offer2,branch,355.909266,four-door car,medsize,2,Riskmakers
KU25309,oregon,22425.25604,no,basic,college,2011-02-22,employed,m,22537,suburban,married,64,24,87,1,2,corporate auto,corporate l3,offer4,branch,307.2,four-door car,medsize,2,Riskmakers
RW66792,california,5705.547071,no,basic,high school or below,2011-01-11,employed,f,76522,suburban,married,71,31,71,0,6,personal auto,personal l2,offer2,branch,340.8,four-door car,medsize,1,High Rollers
MN32305,oregon,2063.387895,no,basic,college,2011-02-25,unemployed,f,0,suburban,single,64,22,34,3,1,personal auto,personal l3,offer1,agent,602.911057,four-door car,small,0,Steady Eddies
XS98744,oregon,5096.673223,yes,basic,master,2011-01-28,disabled,f,22886,suburban,divorced,65,9,81,0,3,special auto,special l1,offer1,agent,312.0,four-door car,small,2,Riskmakers
SL19130,oregon,4101.935985,no,premium,high school or below,2011-01-05,unemployed,m,0,suburban,single,115,1,34,0,1,personal auto,personal l1,offer1,branch,552.0,two-door car,medsize,0,Steady Eddies
JG66653,oregon,2537.929538,no,basic,high school or below,2011-01-22,employed,m,25506,suburban,married,65,10,16,0,1,personal auto,personal l3,offer3,branch,312.0,two-door car,medsize,2,Riskmakers
GQ17441,nevada,3651.69247,no,basic,high school or below,2011-01-06,unemployed,m,0,suburban,single,110,7,70,0,1,personal auto,personal l2,offer2,agent,1265.387328,suv,large,3,Fresh Starts
WL67313,california,10014.05568,no,extended,college,2011-02-05,unemployed,f,0,suburban,single,98,19,17,1,2,personal auto,personal l3,offer1,branch,705.6,two-door car,small,0,Steady Eddies
LX33054,oregon,6758.807188,no,basic,high school or below,2011-02-07,unemployed,m,0,suburban,single,191,22,38,0,1,personal auto,personal l2,offer3,web,2042.569089,luxury car,medsize,3,Fresh Starts
HN97052,oregon,5205.90965,no,basic,college,2011-02-24,unemployed,f,0,suburban,married,72,18,91,0,9,personal auto,personal l3,offer1,branch,345.6,two-door car,medsize,1,High Rollers
EB12732,oregon,2847.965582,no,basic,high school or below,2011-01-31,employed,f,96357,urban,married,71,4,69,1,1,personal auto,personal l3,offer2,branch,238.245103,four-door car,medsize,2,Riskmakers
KA29693,california,11513.35549,no,basic,college,2011-01-13,medical leave,m,16266,suburban,married,100,11,23,0,2,special auto,special l1,offer2,web,1177.323534,suv,medsize,0,Steady Eddies
KE41602,arizona,7588.35586,no,extended,high school or below,2011-02-23,employed,m,76516,suburban,married,95,13,15,0,9,personal auto,personal l1,offer2,branch,661.008979,two-door car,medsize,1,High Rollers
QF17193,arizona,2389.310128,no,basic,college,2011-02-18,employed,f,20484,urban,married,61,3,89,0,1,personal auto,personal l3,offer2,agent,181.218317,four-door car,medsize,2,Riskmakers
IQ63581,california,5066.827444,no,basic,master,2011-02-21,employed,f,40215,rural,divorced,64,11,22,0,3,personal auto,personal l2,offer3,branch,98.480884,four-door car,medsize,2,Riskmakers
MR39613,california,36860.90798,no,extended,bachelor,2011-02-01,medical leave,m,22854,suburban,married,122,28,53,0,2,special auto,special l2,offer1,branch,878.4,sports car,small,0,Steady Eddies
RQ22171,california,3961.58618,no,basic,high school or below,2011-01-30,unemployed,f,0,rural,single,118,6,34,1,1,corporate auto,corporate l2,offer2,agent,264.642948,suv,medsize,2,Riskmakers
QV89791,california,8476.80656,no,premium,high school or below,2011-02-15,employed,f,55217,suburban,married,107,9,9,2,9,personal auto,personal l3,offer1,branch,696.115596,two-door car,medsize,1,High Rollers
MD15300,california,10110.76997,no,extended,college,2011-02-05,employed,m,76276,rural,single,86,24,19,0,2,corporate auto,corporate l3,offer4,web,93.309811,two-door car,large,2,Riskmakers
OW33876,washington,2476.480866,no,basic,college,2011-02-14,employed,f,47918,urban,married,62,2,51,0,1,corporate auto,corporate l3,offer2,call center,246.256648,two-door car,medsize,2,Riskmakers
SK12752,california,4462.997006,yes,basic,bachelor,2011-01-30,unemployed,f,0,suburban,single,73,35,52,3,5,corporate auto,corporate l3,offer1,web,350.4,two-door car,medsize,1,High Rollers
BW65176,arizona,3141.252909,no,extended,college,2011-02-22,employed,m,43499,suburban,married,80,8,44,0,1,personal auto,personal l2,offer4,call center,529.490007,four-door car,medsize,0,Steady Eddies
XV31269,oregon,2496.140812,no,basic,high school or below,2011-02-13,unemployed,m,0,suburban,single,72,14,58,0,1,corporate auto,corporate l2,offer4,web,518.4,two-door car,medsize,0,Steady Eddies
NV94455,arizona,6861.278936,no,basic,college,2011-01-10,unemployed,f,0,suburban,single,71,11,21,3,2,personal auto,personal l3,offer4,call center,476.197355,two-door car,medsize,0,Steady Eddies
QA32784,oregon,4983.178714,no,extended,bachelor,2011-02-26,disabled,m,21497,suburban,married,128,31,58,0,1,personal auto,personal l3,offer3,call center,614.4,sports car,medsize,0,Steady Eddies
UH41125,arizona,2227.072755,yes,basic,high school or below,2011-01-05,retired,m,27972,suburban,married,61,7,38,0,1,personal auto,personal l3,offer3,web,292.8,four-door car,medsize,2,Riskmakers
VS28690,nevada,9670.181104,no,extended,master,2011-01-06,disabled,f,20942,suburban,divorced,84,12,59,0,2,personal auto,personal l2,offer1,agent,403.2,four-door car,medsize,2,Riskmakers
SD63822,oregon,5088.687654,no,basic,bachelor,2011-01-05,unemployed,f,0,suburban,single,71,31,52,0,4,corporate auto,corporate l2,offer1,branch,511.2,four-door car,small,0,Steady Eddies
QE50648,washington,7095.134789,no,premium,high school or below,2011-01-25,employed,f,74298,rural,married,177,9,81,0,1,corporate auto,corporate l1,offer2,call center,161.537767,sports car,medsize,0,Steady Eddies
EL77795,california,5437.908293,no,extended,college,2011-01-09,employed,f,23339,suburban,married,138,8,31,0,1,corporate auto,corporate l3,offer2,branch,666.307195,suv,medsize,0,Steady Eddies
VK98184,arizona,5033.693296,no,extended,college,2011-02-19,employed,f,77031,suburban,married,125,17,17,0,1,personal auto,personal l3,offer2,call center,600.0,suv,medsize,0,Steady Eddies
BR69566,oregon,14019.83314,no,basic,college,2011-02-18,employed,m,31739,suburban,divorced,71,10,29,0,2,personal auto,personal l3,offer4,call center,469.882367,two-door car,small,2,Riskmakers
AI16519,nevada,4877.61238,no,basic,high school or below,2011-01-18,unemployed,m,0,suburban,married,66,4,30,0,5,personal auto,personal l3,offer2,agent,420.39344,two-door car,medsize,1,High Rollers
SN67992,washington,3449.494119,no,extended,bachelor,2011-02-04,medical leave,f,25236,suburban,divorced,89,2,26,0,1,personal auto,personal l3,offer2,call center,427.2,four-door car,medsize,0,Steady Eddies
BE31382,oregon,3771.617797,no,basic,college,2011-02-18,unemployed,f,0,suburban,married,103,25,16,1,1,personal auto,personal l3,offer1,branch,685.227276,suv,medsize,0,Steady Eddies
ZP49970,oregon,5824.817366,no,basic,bachelor,2011-01-26,employed,m,40964,suburban,married,74,7,57,0,8,special auto,special l2,offer3,agent,355.2,two-door car,large,1,High Rollers
OA23108,oregon,4379.92784,no,basic,doctor,2011-01-28,employed,f,40896,urban,married,109,3,61,0,1,personal auto,personal l3,offer1,branch,319.294289,sports car,medsize,2,Riskmakers
LY90785,oregon,5793.157728,no,basic,bachelor,2011-02-06,employed,m,95733,suburban,married,72,19,82,0,3,corporate auto,corporate l3,offer1,agent,475.423848,two-door car,small,2,Riskmakers
ZR66788,california,2725.680297,no,basic,high school or below,2011-01-08,employed,f,39161,suburban,married,71,8,84,3,1,personal auto,personal l3,offer1,branch,340.8,four-door car,medsize,2,Riskmakers
BL12371,arizona,5790.565333,no,basic,master,2011-02-03,employed,m,84551,rural,divorced,72,10,82,0,5,personal auto,personal l3,offer2,agent,28.92584,four-door car,large,2,Riskmakers
GB68813,nevada,8502.237137,no,premium,bachelor,2011-02-08,medical leave,f,12843,suburban,single,111,6,47,0,3,corporate auto,corporate l2,offer2,branch,1143.494486,four-door car,small,3,Fresh Starts
IG90926,arizona,2476.588891,no,basic,college,2011-02-04,employed,f,71551,suburban,single,62,10,19,0,1,personal auto,personal l3,offer3,branch,297.6,four-door car,medsize,2,Riskmakers
CT86614,arizona,2426.95904,no,basic,bachelor,2011-01-30,unemployed,m,0,suburban,single,71,2,5,0,1,corporate auto,corporate l2,offer4,branch,511.2,four-door car,small,0,Steady Eddies
BL13393,oregon,5897.986595,no,basic,high school or below,2011-02-20,employed,f,77835,rural,divorced,74,2,30,1,4,personal auto,personal l3,offer3,web,43.618784,four-door car,medsize,2,Riskmakers
TU33850,washington,4617.391775,no,basic,bachelor,2011-01-25,medical leave,f,16764,suburban,married,61,13,79,0,7,personal auto,personal l3,offer1,branch,292.8,four-door car,medsize,1,High Rollers
IL25109,nevada,12521.42105,no,premium,high school or below,2011-01-29,employed,m,39007,suburban,married,105,29,16,0,2,personal auto,personal l2,offer1,branch,1023.844984,two-door car,large,0,Steady Eddies
OP67672,washington,9079.823377,no,basic,master,2011-02-14,employed,f,20290,suburban,married,113,6,75,0,3,personal auto,personal l2,offer4,agent,766.519022,suv,medsize,0,Steady Eddies
NW73460,arizona,7777.201669,no,basic,high school or below,2011-01-07,employed,f,46182,rural,married,65,23,27,0,2,corporate auto,corporate l1,offer2,branch,2.574682,two-door car,medsize,2,Riskmakers
LW57693,oregon,5601.68063,no,basic,college,2011-02-16,disabled,f,11920,suburban,married,74,20,27,0,7,personal auto,personal l3,offer1,call center,355.2,four-door car,medsize,1,High Rollers
JD81426,arizona,3459.037949,no,extended,high school or below,2011-01-11,employed,m,97162,rural,married,86,0,63,0,1,personal auto,personal l1,offer3,web,32.715179,four-door car,medsize,2,Riskmakers
AM99192,arizona,9061.951591,no,basic,college,2011-02-05,employed,m,42743,rural,married,117,5,86,1,6,personal auto,personal l3,offer1,call center,101.288057,suv,medsize,1,High Rollers
LQ31287,oregon,6866.093807,no,basic,college,2011-02-19,unemployed,f,0,rural,divorced,64,18,59,0,2,personal auto,personal l3,offer1,agent,40.44586,two-door car,medsize,2,Riskmakers
ZU25563,california,2659.70565,yes,extended,college,2011-02-19,unemployed,f,0,suburban,divorced,87,4,4,3,1,personal auto,personal l1,offer2,agent,420.041981,four-door car,medsize,0,Steady Eddies
RU75949,oregon,12332.51669,no,basic,college,2011-02-28,employed,m,85789,rural,married,105,18,54,2,2,personal auto,personal l1,offer1,agent,122.302824,sports car,medsize,2,Riskmakers
DV85764,california,21172.38983,no,extended,high school or below,2011-01-04,unemployed,m,0,suburban,married,82,24,86,0,2,personal auto,personal l2,offer2,branch,588.269018,four-door car,medsize,0,Steady Eddies
VU33725,oregon,3677.907634,no,extended,high school or below,2011-01-10,employed,m,31349,suburban,married,93,10,32,0,1,corporate auto,corporate l2,offer4,branch,446.4,four-door car,medsize,0,Steady Eddies
SV43220,oregon,9816.528302,yes,basic,college,2011-01-28,employed,m,37256,rural,married,62,15,7,0,2,personal auto,personal l3,offer1,branch,128.969729,four-door car,medsize,2,Riskmakers
WL61717,arizona,4922.165949,no,basic,bachelor,2011-02-22,unemployed,f,0,suburban,single,69,2,76,0,3,personal auto,personal l1,offer1,agent,331.2,four-door car,medsize,2,Riskmakers
IW17510,california,7583.962264,no,basic,high school or below,2011-02-03,unemployed,f,0,suburban,single,102,27,29,0,5,personal auto,personal l3,offer2,call center,848.161322,sports car,medsize,0,Steady Eddies
ZS35830,oregon,2685.901421,no,basic,college,2011-01-01,employed,f,58166,rural,married,67,3,19,0,1,personal auto,personal l2,offer2,call center,91.914969,four-door car,medsize,2,Riskmakers
TY95197,washington,4132.58858,no,basic,college,2011-01-31,unemployed,f,0,suburban,single,63,4,55,1,3,personal auto,personal l3,offer1,agent,453.6,four-door car,medsize,2,Riskmakers
PU73501,arizona,8622.835375,yes,basic,bachelor,2011-02-18,employed,m,97361,suburban,single,73,6,85,0,2,personal auto,personal l1,offer1,agent,350.4,four-door car,medsize,2,Riskmakers
FP65563,washington,15253.26436,no,basic,high school or below,2011-01-24,employed,m,51937,urban,married,193,5,40,0,9,personal auto,personal l3,offer4,web,850.389259,luxury car,small,3,Fresh Starts
IC44995,oregon,4277.560211,no,basic,college,2011-01-15,employed,f,75921,suburban,married,106,32,4,0,1,personal auto,personal l3,offer3,agent,609.680428,suv,medsize,0,Steady Eddies
AY55759,california,20096.89337,yes,basic,high school or below,2011-01-01,employed,f,92766,suburban,married,71,17,15,0,2,personal auto,personal l2,offer2,agent,379.029102,two-door car,large,2,Riskmakers
GO94903,oregon,4770.550911,yes,basic,college,2011-02-01,medical leave,f,12964,suburban,single,65,2,37,0,4,personal auto,personal l3,offer1,web,362.774545,two-door car,medsize,2,Riskmakers
TF35512,oregon,7025.65076,no,extended,college,2011-01-23,employed,f,48117,suburban,married,88,4,51,0,3,corporate auto,corporate l3,offer3,agent,422.4,four-door car,medsize,2,Riskmakers
HY43263,california,8265.379176,no,extended,bachelor,2011-02-07,unemployed,f,0,suburban,single,77,17,41,0,2,corporate auto,corporate l3,offer2,agent,554.4,two-door car,small,0,Steady Eddies
WP34496,washington,24552.8746,no,basic,high school or below,2011-01-20,unemployed,m,0,suburban,married,118,18,66,1,2,personal auto,personal l3,offer1,branch,966.541071,suv,large,0,Steady Eddies
QE73187,oregon,4407.97312,no,basic,high school or below,2011-02-01,employed,m,66152,suburban,married,111,14,18,0,1,corporate auto,corporate l2,offer2,call center,532.8,suv,medsize,0,Steady Eddies
WL13766,arizona,2482.195895,no,basic,high school or below,2011-01-31,employed,m,31093,urban,single,64,1,22,0,1,personal auto,personal l3,offer3,branch,274.956819,four-door car,medsize,2,Riskmakers
VT44999,arizona,3858.867206,no,basic,high school or below,2011-01-08,unemployed,f,0,suburban,married,107,15,58,1,1,personal auto,personal l3,offer3,agent,513.6,suv,medsize,0,Steady Eddies
RZ14993,california,11572.10339,no,premium,high school or below,2011-01-29,unemployed,f,0,suburban,single,166,4,49,0,4,special auto,special l3,offer1,agent,1195.2,sports car,medsize,3,Fresh Starts
XI14610,california,3645.464325,no,extended,college,2011-01-04,medical leave,f,19121,suburban,married,95,1,18,0,1,personal auto,personal l2,offer2,agent,915.188647,four-door car,small,0,Steady Eddies
VE31268,oregon,4362.772279,no,basic,bachelor,2011-01-11,unemployed,m,0,suburban,single,65,11,46,0,3,personal auto,personal l3,offer3,web,468.0,four-door car,medsize,2,Riskmakers
